date,meantemp,humidity,wind_speed,meanpressure
2016-01-04,15.75,77.125,0.0,1017.625
2016-01-05,15.833333333333334,88.83333333333333,0.6166666666666667,1017.0
2016-01-06,17.375,81.625,2.3125,1016.5
2016-01-07,17.125,87.0,0.0,1018.125
2016-01-07,17.125,87.0,0.0,1018.125
2016-01-08,15.5,83.25,7.887500000000001,1017.25
2016-01-09,15.857142857142858,65.14285714285714,8.471428571428572,1015.4285714285714
2016-01-10,15.625,74.375,2.775,1017.5
2016-01-11,15.75,74.875,1.625,1017.5
2016-01-13,18.266666666666666,75.8,5.08,1014.3333333333334
2016-01-13,18.266666666666666,75.8,5.08,1014.3333333333334
2016-01-14,15.5625,80.4375,4.300000000000001,1016.125
2016-01-15,13.0,84.1875,10.775,1017.0
2016-01-16,13.6,80.06666666666666,11.239999999999998,1014.6
2016-01-17,14.0,77.66666666666667,2.1066666666666665,1016.2
2016-01-18,13.266666666666667,80.46666666666667,1.4800000000000002,1014.7333333333332
2016-01-19,12.357142857142858,88.57142857142857,4.65,1015.2857142857144
2016-01-20,12.066666666666666,84.2,6.193333333333333,1018.6666666666666
2016-01-21,12.1875,73.1875,7.887499999999998,1020.1875
2016-01-22,11.733333333333333,83.4,3.586666666666667,1019.4666666666668
2016-01-23,14.4375,75.875,3.2500000000000004,1019.8125
2016-01-24,,86.25,6.624999999999999,1019.0625
2016-01-25,11.666666666666666,75.4,4.58,1017.2
2016-01-26,14.5625,79.6875,2.5500000000000003,1015.375
2016-01-27,17.583333333333332,69.16666666666667,4.025,1014.1666666666666
2016-01-28,16.857142857142858,69.35714285714286,5.028571428571429,1015.0714285714286
2016-01-29,19.5625,70.625,2.54375,1017.375
2016-01-30,20.142857142857142,78.5,1.2,1014.5
2016-01-31,17.375,78.25,7.762500000000001,1016.0
2016-02-01,15.846153846153848,65.76923076923077,7.269230769230768,1017.1538461538462
2016-02-02,15.266666666666667,55.86666666666667,8.893333333333333,1018.2
2016-02-03,13.125,66.5,7.622222222222222,1018.0
2016-02-04,16.363636363636363,53.0,6.941666666666666,1017.3333333333334
2016-02-05,12.666666666666666,70.66666666666667,2.1666666666666665,1016.8333333333334
2016-02-06,15.333333333333334,69.5,3.7,1013.3333333333334
2016-02-07,15.625,77.0,2.7875,1015.75
2016-02-08,17.09090909090909,67.18181818181819,5.9,1017.0909090909092
2016-02-09,17.76923076923077,67.46153846153847,5.846153846153848,1014.6923076923076
2016-02-10,18.133333333333333,64.86666666666666,2.1,1012.7333333333332
2016-02-11,19.6875,54.75,6.03125,1011.25
2016-02-12,19.2,57.86666666666667,0.7466666666666666,1012.5333333333332
2016-02-13,17.066666666666666,62.13333333333333,5.8066666666666675,1014.8666666666668
2016-02-14,17.642857142857142,61.92857142857143,8.071428571428571,1017.2142857142856
2016-02-15,17.6,59.53333333333333,5.94,1018.7333333333332
2016-02-16,18.214285714285715,56.142857142857146,5.435714285714285,1020.0714285714286
2016-02-17,18.714285714285715,59.285714285714285,3.7071428571428577,1019.1428571428572
2016-02-18,19.466666666666665,76.0,5.186666666666667,1017.4
2016-02-19,23.153846153846153,70.23076923076923,4.1461538461538465,1014.6153846153846
2016-02-20,23.625,73.125,11.11875,1014.125
2016-02-21,21.0,61.125,17.137500000000003,1014.75
2016-02-22,21.0,51.42857142857143,15.20714285714286,1014.4285714285714
2016-02-23,21.428571428571427,50.642857142857146,9.785714285714286,1012.5
2016-02-24,21.6875,58.0625,2.4437500000000005,1012.9375
2016-02-25,22.5625,57.5,5.3375,1015.5
2016-02-26,22.8,55.6,2.48,1018.4
2016-02-27,22.8,59.0,3.333333333333334,1018.4666666666668
2016-02-28,23.0,63.0625,3.712500000000001,1018.9375
2016-02-29,23.875,63.9375,3.712500000000001,1018.625
2016-03-01,24.916666666666668,57.416666666666664,1.7,1015.0
2016-03-02,24.933333333333337,57.06666666666667,1.7333333333333334,1015.4
2016-03-03,26.0,55.61538461538461,4.292307692307692,1014.6153846153846
2016-03-04,27.3125,44.25,6.14375,1012.6875
2016-03-05,23.933333333333337,57.13333333333333,11.0,1012.6666666666666
2016-03-06,22.8125,66.5625,5.21875,1013.0625
2016-03-08,23.428571428571427,60.214285714285715,6.742857142857142,1011.6428571428572
2016-03-09,24.0,57.5625,9.375,1012.0625
2016-03-10,25.5625,57.4375,7.981249999999999,1013.1875
2016-03-11,25.066666666666663,67.8,6.546666666666667,1012.5333333333332
2016-03-12,24.5625,66.9375,9.4875,1009.5625
2016-03-13,24.25,65.1875,6.84375,1011.1875
2016-03-14,22.375,66.0,6.275,1014.3125
2016-03-15,24.066666666666663,58.93333333333333,8.646666666666667,1014.8666666666668
2016-03-16,23.9375,53.75,10.88125,1012.8125
2016-03-17,26.3125,50.3125,6.84375,1010.4375
2016-03-18,26.1875,61.25,6.7125,1009.8125
