date,meantemp,humidity,wind_speed,meanpressure
2015-01-18,13.0,73.875,2.5500000000000003,1018.75
2015-01-19,13.75,78.0,1.85,1018.875
2015-01-20,13.375,74.375,7.1875,1020.0
2015-01-21,13.25,73.375,3.7,1021.0
2015-01-22,12.625,94.125,3.2375,1020.625
2015-01-23,14.625,85.0,1.1625,1020.0
2015-01-24,12.375,86.25,9.7375,1020.75
2015-01-25,13.25,77.75,4.1625,1020.375
2015-01-26,13.75,88.125,0.925,1019.875
2015-01-27,13.25,74.25,5.3375,1019.3333333333334
2015-01-28,11.714285714285714,67.0,27.775,1018.25
2015-01-29,11.5,67.5,3.9375,1019.75
2015-01-30,12.75,56.125,12.0375,1020.375
2015-01-31,13.75,57.625,9.025,1017.875
2015-02-01,15.0,65.25,5.1000000000000005,1017.75
2015-02-02,17.375,63.875,11.8125,1017.5
2015-02-03,16.75,71.25,7.175000000000002,1020.5
2015-02-04,14.625,81.125,9.25,1022.0
2015-02-05,14.625,62.875,7.4,1019.25
2015-02-06,15.125,62.625,3.0125,1019.0
2015-02-07,15.875,67.625,1.85,1017.0
2015-02-08,16.625,63.875,4.4125000000000005,1017.375
2015-02-09,16.875,63.5,5.55,1019.75
2015-02-10,15.75,64.0,4.625,1019.75
2015-02-11,16.0,66.625,1.85,1017.125
2015-02-12,15.5,69.625,6.025,1016.125
2015-02-13,17.25,59.0,6.725,1012.625
2015-02-14,19.375,63.125,4.1625,1009.625
2015-02-15,18.875,70.125,1.3875000000000002,1012.625
2015-02-16,20.625,71.25,10.425,1013.625
2015-02-17,21.142857142857142,72.57142857142857,5.028571428571429,1011.8571428571428
2015-02-18,21.25,72.875,5.1000000000000005,1011.75
2015-02-19,22.75,73.5,7.65,1012.0
2015-02-20,22.75,67.125,7.187500000000001,1013.875
2015-02-21,21.875,63.5,11.3375,1014.125
2015-02-22,22.142857142857142,,14.812499999999998,1013.375
2015-02-23,21.5,74.375,3.0250000000000004,1014.25
2015-02-24,22.875,72.375,6.0375,1010.625
2015-02-25,23.125,58.625,6.5,1008.5
2015-02-26,20.0,34.375,6.7124999999999995,1009.875
2015-02-27,19.25,43.125,5.800000000000001,1013.0
2015-02-28,21.25,45.5,6.950000000000001,1013.0
2015-03-01,17.375,92.75,14.8125,1011.125
2015-03-02,17.5,89.875,6.725,1012.5
2015-03-03,16.25,82.5,5.5625,1013.75
2015-03-04,16.75,69.25,6.7125,1014.0
2015-03-05,18.75,64.0,3.7,1015.75
2015-03-06,20.0,62.375,5.0875,1016.375
2015-03-07,18.375,80.375,4.175,1013.7142857142856
2015-03-08,19.5,74.125,7.8875,1015.375
2015-03-09,18.125,54.25,12.2625,1021.0
2015-03-10,17.75,68.5,8.5625,1019.125
2015-03-11,18.25,69.875,6.025,1018.125
2015-03-12,20.5,63.375,5.325000000000001,1017.0
2015-03-13,21.375,65.25,4.175000000000001,1014.75
2015-03-14,21.5,64.625,7.875,1015.125
2015-03-15,17.625,89.125,11.575,1015.5
2015-03-16,19.857142857142858,81.85714285714286,8.5625,1017.375
2015-03-17,20.875,70.375,13.2,1015.875
2015-03-18,20.25,69.625,12.2625,1013.5
2015-03-19,21.125,66.0,5.3375,1014.875
2015-03-20,22.5,65.75,9.025,1014.875
2015-03-21,24.875,60.5,5.7875,1014.875
2015-03-22,25.125,64.0,10.2,1012.0
2015-03-23,24.75,65.75,7.637499999999999,1010.0
2015-03-24,25.75,65.5,1.3875000000000002,1010.25
2015-03-25,26.625,65.625,2.55,1011.8571428571428
2015-03-26,28.5,54.375,9.2625,1013.0
2015-03-27,27.375,51.375,7.65,1012.0
2015-03-28,27.0,53.625,3.7125,1009.625
2015-03-29,25.0,52.75,13.1875,1008.625
2015-03-30,23.5,66.25,14.8125,1010.375
2015-03-31,25.25,64.875,3.7,1010.1428571428572
2015-04-01,26.428571428571427,59.714285714285715,6.7125,1007.5
2015-04-02,28.714285714285715,45.285714285714285,10.175,1004.625
2015-04-03,24.5,71.125,6.9625,1004.75
2015-04-04,21.0,77.5,1.3875000000000002,1005.25
2015-04-05,23.571428571428573,67.71428571428571,17.6,1007.75
2015-04-06,25.0,60.125,2.775,1007.75
2015-04-07,23.75,62.125,9.7375,1010.25
2015-04-08,25.625,50.375,6.712500000000001,1012.0
2015-04-09,26.0,52.875,9.0375,1010.5
2015-04-10,27.125,52.25,6.25,1008.5
2015-04-11,28.25,44.875,8.1,1008.375
2015-04-12,24.375,63.0,5.325,1012.375
2015-04-13,24.75,70.875,6.950000000000001,1013.75
2015-04-14,26.25,62.75,3.0125,1012.75
2015-04-15,27.625,59.25,5.7875000000000005,1012.875
2015-04-16,25.25,58.25,8.1125,1013.875
2015-04-17,28.125,48.75,8.3375,1007.125
2015-04-18,30.125,44.5,5.562500000000001,1002.375
2015-04-19,32.125,41.0,4.175,1003.875
2015-04-20,32.875,37.875,7.1875,1005.75
2015-04-21,31.75,28.5,11.1125,1005.625
2015-04-22,,30.25,11.349999999999998,1003.125
2015-04-23,30.75,33.0,8.1,1004.0
2015-04-24,31.125,39.5,2.5500000000000003,1004.375
2015-04-25,30.5,43.125,12.975,1005.875
2015-04-26,28.75,51.125,15.7375,1008.0
2015-04-27,30.125,53.0,17.5875,1006.75
2015-04-28,31.0,48.25,12.5125,1004.5
2015-04-29,31.25,47.25,9.025,1005.0
2015-04-30,32.625,44.75,15.05,1004.0
2015-05-01,31.25,43.5,5.3375,1005.875
2015-05-02,30.125,40.25,4.4,1006.25
2015-05-03,31.0,39.25,3.0124999999999997,1006.625
2015-05-04,30.875,39.25,3.9375,1006.625
2015-05-05,32.125,31.125,7.65,1003.875
2015-05-06,34.125,22.0,11.3625,1001.875
2015-05-07,35.42857142857143,13.428571428571429,15.342857142857143,1003.5714285714286
2015-05-08,34.125,22.375,12.275,1003.25
2015-05-09,35.125,27.0,8.3375,1001.625
2015-05-10,35.125,25.0,6.9625,1001.375
2015-05-11,34.0,32.625,10.8875,1003.625
2015-05-12,33.125,46.0,6.0375000000000005,1004.875
2015-05-13,27.75,61.0,6.7125,1006.125
2015-05-14,29.625,49.625,4.4125,1007.25
2015-05-15,28.5,52.125,7.175000000000001,1006.5
2015-05-16,30.0,51.625,4.1625,1003.25
2015-05-17,33.25,40.375,8.35,1001.125
2015-05-18,35.375,35.75,5.562500000000001,1000.0
2015-05-19,31.5,44.0,14.812500000000002,1002.125
2015-05-20,33.125,31.625,14.6,1002.0
2015-05-21,35.625,24.625,11.3375,1000.375
2015-05-22,36.25,19.5,12.5125,998.125
2015-05-23,37.375,21.75,12.725,996.125
2015-05-24,36.0,29.25,5.1000000000000005,997.375
2015-05-25,37.75,22.25,10.875,996.875
2015-05-26,35.25,26.625,17.125,1001.5
2015-05-27,33.75,20.5,6.7125,1001.25
2015-05-28,34.75,29.5,8.3375,1000.625
2015-05-29,35.125,27.25,8.125,1001.625
2015-05-30,32.25,38.75,12.2625,1003.875
2015-05-31,34.25,25.0,14.5875,1001.75
